CustomerID,Recency,Frequency,Monetory,R,F,M,RFM,RFM_Score,Loyal_customer
509.0,293,7,16994.0,4,4,4,444,12,Bronze
510.0,155,6,19676.0,4,4,4,444,12,Bronze
511.0,9,408,792467.0,1,1,1,111,3,Platinum
512.0,16,29,55780.0,2,3,3,233,8,Gold
513.0,57,4,10097.0,3,4,4,344,11,Bronze
514.0,324,15,27693.0,4,4,4,444,12,Bronze
515.0,434,3,5701.0,4,4,4,444,12,Bronze
516.0,15,106,170464.0,2,1,2,212,5,Platinum
517.0,3,221,576371.0,1,1,1,111,3,Platinum
518.0,6,124,383127.0,1,1,1,111,3,Platinum
519.0,16,176,425084.0,2,1,1,211,4,Platinum
520.0,12,46,103112.0,2,2,2,222,6,Gold
521.0,69,1,23040.0,3,4,4,344,11,Bronze
522.0,9,459,1008838.0,1,1,1,111,3,Platinum
523.0,5,134,333042.0,1,1,1,111,3,Platinum
524.0,10,38,70742.0,1,3,3,133,7,Gold
525.0,2,42,180606.0,1,3,2,132,6,Gold
526.0,119,19,834000.0,4,3,1,431,8,Gold
527.0,23,47,104566.0,3,2,2,322,7,Gold
528.0,35,10,132814.0,3,4,2,342,9,Silver
529.0,20,99,100562.0,3,2,2,322,7,Gold
530.0,53,75,116086.0,3,2,2,322,7,Gold
531.0,358,11,24175.0,4,4,4,444,12,Bronze
532.0,55,37,82142.0,3,3,3,333,9,Silver
533.0,58,30,124504.0,3,3,2,332,8,Gold
534.0,15,48,109939.0,2,2,2,222,6,Gold
535.0,44,28,108902.0,3,3,2,332,8,Gold
536.0,9,43,88356.0,1,2,2,122,5,Platinum
537.0,199,14,62905.0,4,4,3,443,11,Bronze
538.0,292,33,75834.0,4,3,3,433,10,Silver
539.0,41,18,41435.0,3,3,3,333,9,Silver
540.0,9,34,73437.0,1,3,3,133,7,Gold
541.0,12,193,385369.0,2,1,1,211,4,Platinum
542.0,20,137,244378.0,3,1,1,311,5,Platinum
543.0,10,14,82962.0,1,4,3,143,8,Gold
544.0,12,420,755765.0,2,1,1,211,4,Platinum
545.0,15,18,46836.0,2,3,3,233,8,Gold
546.0,15,78,166730.0,2,2,2,222,6,Gold
547.0,13,8,29432.0,2,4,4,244,10,Silver
548.0,16,8,20052.0,2,4,4,244,10,Silver
549.0,107,15,35544.0,4,4,4,444,12,Bronze
550.0,81,10,29825.0,4,4,4,444,12,Bronze
551.0,44,11,43666.0,3,4,3,343,10,Silver
552.0,13,69,134493.0,2,2,2,222,6,Gold
553.0,403,14,23751.0,4,4,4,444,12,Bronze
554.0,9,49,60051.0,1,2,3,123,6,Gold
555.0,83,15,13569.0,4,4,4,444,12,Bronze
556.0,161,2,48200.0,4,4,3,443,11,Bronze
557.0,1,468,598453.0,1,1,1,111,3,Platinum
558.0,105,9,29490.0,4,4,4,444,12,Bronze
559.0,268,7,20586.0,4,4,4,444,12,Bronze
560.0,12,22,111700.0,2,3,2,232,7,Gold
561.0,2,112,106117.0,1,1,2,112,4,Platinum
562.0,2,380,1497897.0,1,1,1,111,3,Platinum
563.0,8,6,25582.0,1,4,4,144,9,Silver
564.0,183,6,12288.0,4,4,4,444,12,Bronze
565.0,2,1048,3762581.0,1,1,1,111,3,Platinum
566.0,12,74,482302.0,2,2,1,221,5,Platinum
567.0,6,18,40408.0,1,3,3,133,7,Gold
568.0,74,29,29201.0,4,3,4,434,11,Bronze
569.0,5,1848,7394059.0,1,1,1,111,3,Platinum
570.0,9,159,995305.0,1,1,1,111,3,Platinum
571.0,9,24,53203.0,1,3,3,133,7,Gold
572.0,71,26,57083.0,3,3,3,333,9,Silver
573.0,17,170,972397.0,2,1,1,211,4,Platinum
574.0,13,29,268779.0,2,3,1,231,6,Gold
575.0,71,6,16392.0,3,4,4,344,11,Bronze
576.0,9,436,715121.0,1,1,1,111,3,Platinum
577.0,2,604,3651176.0,1,1,1,111,3,Platinum
578.0,286,1,39456.0,4,4,3,443,11,Bronze
579.0,239,8,16092.0,4,4,4,444,12,Bronze
580.0,5,310,842101.0,1,1,1,111,3,Platinum
581.0,100,8,29308.0,4,4,4,444,12,Bronze
582.0,6,20,136536.0,1,3,2,132,6,Gold
583.0,165,2,7208.0,4,4,4,444,12,Bronze
584.0,19,60,215386.0,2,2,1,221,5,Platinum
585.0,373,10,52288.0,4,4,3,443,11,Bronze
586.0,10,49,99956.0,1,2,2,122,5,Platinum
587.0,9,146,164243.0,1,1,2,112,4,Platinum
588.0,1,275,1074717.0,1,1,1,111,3,Platinum
589.0,14,132,302316.0,2,1,1,211,4,Platinum
590.0,126,31,59924.0,4,3,3,433,10,Silver
591.0,17,76,143247.0,2,2,2,222,6,Gold
592.0,20,82,127802.0,3,2,2,322,7,Gold
593.0,246,1,4212.0,4,4,4,444,12,Bronze
594.0,270,53,36030.0,4,2,4,424,10,Silver
595.0,133,53,117991.0,4,2,2,422,8,Gold
596.0,11,234,488195.0,2,1,1,211,4,Platinum
597.0,5,142,313317.0,1,1,1,111,3,Platinum
598.0,83,15,32308.0,4,4,4,444,12,Bronze
599.0,98,2,8280.0,4,4,4,444,12,Bronze
600.0,14,46,131413.0,2,2,2,222,6,Gold
601.0,268,3,9126.0,4,4,4,444,12,Bronze
602.0,79,7,12965.0,4,4,4,444,12,Bronze
603.0,14,104,221678.0,2,1,1,211,4,Platinum
605.0,15,139,314542.0,2,1,1,211,4,Platinum
606.0,9,699,473517.0,1,1,1,111,3,Platinum
607.0,24,63,124103.0,3,2,2,322,7,Gold
608.0,9,173,623661.0,1,1,1,111,3,Platinum
609.0,111,46,52298.0,4,2,3,423,9,Silver
610.0,45,134,308526.0,3,1,1,311,5,Platinum
611.0,20,23,41122.0,3,3,3,333,9,Silver
612.0,333,3,12651.0,4,4,4,444,12,Bronze
613.0,41,7,68524.0,3,4,3,343,10,Silver
614.0,27,17,32337.0,3,4,4,344,11,Bronze
615.0,36,4,74760.0,3,4,3,343,10,Silver
616.0,9,346,422084.0,1,1,1,111,3,Platinum
617.0,20,86,235562.0,3,2,1,321,6,Gold
618.0,211,75,146312.0,4,2,2,422,8,Gold
619.0,7,15,69282.0,1,4,3,143,8,Gold
621.0,9,85,122707.0,1,2,2,122,5,Platinum
622.0,50,89,250304.0,3,2,1,321,6,Gold
623.0,11,78,153899.0,2,2,2,222,6,Gold
624.0,38,122,193802.0,3,1,2,312,6,Gold
625.0,24,4,11140.0,3,4,4,344,11,Bronze
626.0,109,8,12868.0,4,4,4,444,12,Bronze
627.0,12,82,247744.0,2,2,1,221,5,Platinum
628.0,50,42,170950.0,3,3,2,332,8,Gold
629.0,47,42,51979.0,3,3,3,333,9,Silver
630.0,10,64,123152.0,1,2,2,122,5,Platinum
631.0,9,133,165057.0,1,1,2,112,4,Platinum
632.0,40,13,84480.0,3,4,2,342,9,Silver
633.0,27,32,19853.0,3,3,4,334,10,Silver
634.0,22,48,53427.0,3,2,3,323,8,Gold
635.0,5,43,47669.0,1,2,3,123,6,Gold
636.0,20,313,357322.0,3,1,1,311,5,Platinum
637.0,50,72,74846.0,3,2,3,323,8,Gold
638.0,40,17,32082.0,3,4,4,344,11,Bronze
639.0,9,264,763614.0,1,1,1,111,3,Platinum
640.0,52,11,24002.0,3,4,4,344,11,Bronze
641.0,13,94,499138.0,2,2,1,221,5,Platinum
642.0,13,181,234160.0,2,1,1,211,4,Platinum
643.0,271,1,7248.0,4,4,4,444,12,Bronze
644.0,11,84,196820.0,2,2,2,222,6,Gold
645.0,19,37,26919.0,2,3,4,234,9,Silver
646.0,20,2,12186.0,3,4,4,344,11,Bronze
647.0,21,29,61660.0,3,3,3,333,9,Silver
648.0,11,63,126061.0,2,2,2,222,6,Gold
649.0,10,29,14015.0,1,3,4,134,8,Gold
650.0,142,3,8028.0,4,4,4,444,12,Bronze
651.0,20,110,239038.0,3,1,1,311,5,Platinum
652.0,12,229,469954.0,2,1,1,211,4,Platinum
653.0,6,119,1320064.0,1,1,1,111,3,Platinum
654.0,12,46,113940.0,2,2,2,222,6,Gold
655.0,12,57,128322.0,2,2,2,222,6,Gold
656.0,22,8,34464.0,3,4,4,344,11,Bronze
657.0,10,146,158156.0,1,1,2,112,4,Platinum
658.0,9,323,769466.0,1,1,1,111,3,Platinum
659.0,11,22,47372.0,2,3,3,233,8,Gold
660.0,11,56,164951.0,2,2,2,222,6,Gold
661.0,10,142,93520.0,1,1,2,112,4,Platinum
662.0,12,91,225766.0,2,2,1,221,5,Platinum
663.0,272,5,46468.0,4,4,3,443,11,Bronze
664.0,73,5,66230.0,3,4,3,343,10,Silver
665.0,73,5,10088.0,3,4,4,344,11,Bronze
666.0,45,21,89601.0,3,3,2,332,8,Gold
667.0,241,65,95565.0,4,2,2,422,8,Gold
668.0,205,5,21256.0,4,4,4,444,12,Bronze
669.0,10,107,284129.0,1,1,1,111,3,Platinum
670.0,4,32,805712.0,1,3,1,131,5,Platinum
671.0,17,16,13306.0,2,4,4,244,10,Silver
672.0,203,9,31091.0,4,4,4,444,12,Bronze
673.0,84,2,43800.0,4,4,3,443,11,Bronze
674.0,137,10,19720.0,4,4,4,444,12,Bronze
675.0,5,608,362316.0,1,1,1,111,3,Platinum
676.0,11,206,167592.0,2,1,2,212,5,Platinum
677.0,19,43,107940.0,2,2,2,222,6,Gold
678.0,15,58,126192.0,2,2,2,222,6,Gold
679.0,26,39,92962.0,3,3,2,332,8,Gold
680.0,22,32,77092.0,3,3,3,333,9,Silver
681.0,264,22,49778.0,4,3,3,433,10,Silver
682.0,11,66,81157.0,2,2,3,223,7,Gold
683.0,114,13,34020.0,4,4,4,444,12,Bronze
684.0,204,58,73521.0,4,2,3,423,9,Silver
685.0,11,27,13856.0,2,3,4,234,9,Silver
686.0,51,16,47933.0,3,4,3,343,10,Silver
687.0,20,143,274541.0,3,1,1,311,5,Platinum
688.0,23,25,68532.0,3,3,3,333,9,Silver
689.0,14,26,58820.0,2,3,3,233,8,Gold
690.0,11,23,102696.0,2,3,2,232,7,Gold
691.0,13,36,189436.0,2,3,2,232,7,Gold
692.0,38,14,49603.0,3,4,3,343,10,Silver
694.0,20,38,84236.0,3,3,2,332,8,Gold
695.0,10,86,35184.0,1,2,4,124,7,Gold
696.0,62,8,64478.0,3,4,3,343,10,Silver
697.0,200,9,106684.0,4,4,2,442,10,Silver
698.0,264,11,25323.0,4,4,4,444,12,Bronze
699.0,2,1662,986014.0,1,1,1,111,3,Platinum
700.0,14,91,290524.0,2,2,1,221,5,Platinum
701.0,9,202,595203.0,1,1,1,111,3,Platinum
702.0,3,223,536807.0,1,1,1,111,3,Platinum
703.0,15,444,506508.0,2,1,1,211,4,Platinum
704.0,4,318,712472.0,1,1,1,111,3,Platinum
705.0,372,1,59200.0,4,4,3,443,11,Bronze
706.0,9,101,27886.0,1,2,4,124,7,Gold
707.0,9,15,30719.0,1,4,4,144,9,Silver
708.0,114,16,19557.0,4,4,4,444,12,Bronze
709.0,10,30,66685.0,1,3,3,133,7,Gold
710.0,20,8,33994.0,3,4,4,344,11,Bronze
711.0,50,46,79793.0,3,2,3,323,8,Gold
712.0,10,11,15505.0,1,4,4,144,9,Silver
713.0,19,84,107015.0,2,2,2,222,6,Gold
714.0,15,40,118325.0,2,3,2,232,7,Gold
715.0,10,7,13802.0,1,4,4,144,9,Silver
716.0,323,14,23856.0,4,4,4,444,12,Bronze
717.0,24,186,373367.0,3,1,1,311,5,Platinum
718.0,13,42,47935.0,2,3,3,233,8,Gold
719.0,39,31,72750.0,3,3,3,333,9,Silver
720.0,14,54,112077.0,2,2,2,222,6,Gold
721.0,362,11,22749.0,4,4,4,444,12,Bronze
722.0,142,5,12246.0,4,4,4,444,12,Bronze
723.0,8,59,256847.0,1,2,1,121,4,Platinum
724.0,3,2,38352.0,1,4,3,143,8,Gold
725.0,270,5,15960.0,4,4,4,444,12,Bronze
726.0,173,22,47291.0,4,3,3,433,10,Silver
727.0,13,80,77434.0,2,2,3,223,7,Gold
728.0,43,1,6745.0,3,4,4,344,11,Bronze
729.0,322,21,41429.0,4,3,3,433,10,Silver
730.0,5,81,261766.0,1,2,1,121,4,Platinum
731.0,12,1,1800.0,2,4,4,244,10,Silver
732.0,14,57,165757.0,2,2,2,222,6,Gold
733.0,8,107,224304.0,1,1,1,111,3,Platinum
734.0,9,77,133103.0,1,2,2,122,5,Platinum
735.0,6,26,75785.0,1,3,3,133,7,Gold
736.0,9,78,199013.0,1,2,2,122,5,Platinum
737.0,2,75,86092.0,1,2,2,122,5,Platinum
738.0,9,86,762070.0,1,2,1,121,4,Platinum
739.0,10,135,261080.0,1,1,1,111,3,Platinum
740.0,4,20,79626.0,1,3,3,133,7,Gold
741.0,6,499,1297312.0,1,1,1,111,3,Platinum
742.0,15,110,204673.0,2,1,2,212,5,Platinum
743.0,87,11,80554.0,4,4,3,443,11,Bronze
744.0,20,25,24036.0,3,3,4,334,10,Silver
745.0,4,21,86097.0,1,3,2,132,6,Gold
746.0,11,76,923710.0,2,2,1,221,5,Platinum
747.0,83,12,79199.0,4,4,3,443,11,Bronze
748.0,39,109,438015.0,3,1,1,311,5,Platinum
749.0,232,17,167132.0,4,4,2,442,10,Silver
750.0,9,19,94751.0,1,3,2,132,6,Gold
751.0,11,53,147831.0,2,2,2,222,6,Gold
752.0,20,21,44904.0,3,3,3,333,9,Silver
753.0,14,267,441209.0,2,1,1,211,4,Platinum
754.0,81,51,109009.0,4,2,2,422,8,Gold
755.0,13,24,52082.0,2,3,3,233,8,Gold
756.0,203,54,102117.0,4,2,2,422,8,Gold
757.0,17,134,1312740.0,2,1,1,211,4,Platinum
758.0,264,42,94336.0,4,3,2,432,9,Silver
759.0,174,22,38705.0,4,3,3,433,10,Silver
760.0,10,119,305114.0,1,1,1,111,3,Platinum
761.0,47,22,44919.0,3,3,3,333,9,Silver
762.0,101,8,43908.0,4,4,3,443,11,Bronze
763.0,10,14,30222.0,1,4,4,144,9,Silver
764.0,20,16,34641.0,3,4,4,344,11,Bronze
765.0,20,43,105324.0,3,2,2,322,7,Gold
766.0,10,16,43739.0,1,4,3,143,8,Gold
767.0,8,27,55324.0,1,3,3,133,7,Gold
768.0,81,51,101099.0,4,2,2,422,8,Gold
769.0,12,32,81014.0,2,3,3,233,8,Gold
770.0,81,41,95269.0,4,3,2,432,9,Silver
771.0,199,90,75669.0,4,2,3,423,9,Silver
772.0,269,29,57472.0,4,3,3,433,10,Silver
773.0,10,24,50573.0,1,3,3,133,7,Gold
774.0,5,169,378356.0,1,1,1,111,3,Platinum
775.0,20,60,133168.0,3,2,2,322,7,Gold
776.0,40,20,-294.0,3,3,4,334,10,Silver
777.0,9,132,277896.0,1,1,1,111,3,Platinum
778.0,52,1,19584.0,3,4,4,344,11,Bronze
779.0,110,29,76299.0,4,3,3,433,10,Silver
780.0,355,19,33835.0,4,3,4,434,11,Bronze
781.0,371,43,87251.0,4,2,2,422,8,Gold
782.0,11,23,46523.0,2,3,3,233,8,Gold
783.0,10,156,418378.0,1,1,1,111,3,Platinum
784.0,88,37,99599.0,4,3,2,432,9,Silver
785.0,41,53,123629.0,3,2,2,322,7,Gold
786.0,10,97,92116.0,1,2,2,122,5,Platinum
787.0,9,173,464656.0,1,1,1,111,3,Platinum
788.0,47,15,29465.0,3,4,4,344,11,Bronze
789.0,9,155,529301.0,1,1,1,111,3,Platinum
790.0,330,35,68814.0,4,3,3,433,10,Silver
791.0,73,36,76302.0,3,3,3,333,9,Silver
792.0,21,51,105251.0,3,2,2,322,7,Gold
793.0,81,13,67356.0,4,4,3,443,11,Bronze
794.0,204,1,6044.0,4,4,4,444,12,Bronze
795.0,2,161,348978.0,1,1,1,111,3,Platinum
796.0,14,21,47450.0,2,3,3,233,8,Gold
797.0,9,47,161123.0,1,2,2,122,5,Platinum
798.0,19,39,177729.0,2,3,2,232,7,Gold
799.0,75,26,63839.0,4,3,3,433,10,Silver
800.0,42,39,86108.0,3,3,2,332,8,Gold
801.0,21,3,10860.0,3,4,4,344,11,Bronze
802.0,6,11,30336.0,1,4,4,144,9,Silver
803.0,81,26,63686.1,4,3,3,433,10,Silver
804.0,3,498,3594149.0,1,1,1,111,3,Platinum
805.0,26,30,120775.0,3,3,2,332,8,Gold
806.0,111,18,24307.0,4,3,4,434,11,Bronze
807.0,104,24,229993.0,4,3,1,431,8,Gold
808.0,51,19,76604.0,3,3,3,333,9,Silver
809.0,5,28,71264.0,1,3,3,133,7,Gold
810.0,10,313,789498.0,1,1,1,111,3,Platinum
811.0,10,16,35250.0,1,4,4,144,9,Silver
812.0,151,10,18046.0,4,4,4,444,12,Bronze
813.0,50,104,244776.0,3,1,1,311,5,Platinum
814.0,10,127,322809.0,1,1,1,111,3,Platinum
815.0,111,77,220293.0,4,2,1,421,7,Gold
816.0,1,158,462629.0,1,1,1,111,3,Platinum
817.0,12,29,97152.0,2,3,2,232,7,Gold
818.0,20,74,29371.0,3,2,4,324,9,Silver
819.0,10,66,173063.0,1,2,2,122,5,Platinum
820.0,20,53,100073.0,3,2,2,322,7,Gold
821.0,40,45,157136.0,3,2,2,322,7,Gold
822.0,11,10,69336.0,2,4,3,243,9,Silver
823.0,6,103,495801.0,1,1,1,111,3,Platinum
824.0,3,12,23428.0,1,4,4,144,9,Silver
825.0,9,167,407797.0,1,1,1,111,3,Platinum
826.0,138,54,38559.0,4,2,3,423,9,Silver
827.0,11,13,38360.0,2,4,3,243,9,Silver
828.0,9,62,140472.0,1,2,2,122,5,Platinum
829.0,15,198,425672.0,2,1,1,211,4,Platinum
830.0,24,19,38759.0,3,3,3,333,9,Silver
831.0,11,71,289773.0,2,2,1,221,5,Platinum
832.0,12,442,407767.0,2,1,1,211,4,Platinum
833.0,269,2,59093.0,4,4,3,443,11,Bronze
834.0,166,17,42714.0,4,4,3,443,11,Bronze
835.0,25,53,118623.0,3,2,2,322,7,Gold
836.0,10,65,211462.0,1,2,1,121,4,Platinum
837.0,8,394,1229212.0,1,1,1,111,3,Platinum
838.0,9,17,33275.0,1,4,4,144,9,Silver
839.0,39,27,202618.0,3,3,2,332,8,Gold
840.0,14,10,16960.0,2,4,4,244,10,Silver
841.0,59,41,85845.0,3,3,2,332,8,Gold
842.0,14,18,45012.0,2,3,3,233,8,Gold
843.0,9,98,137856.0,1,2,2,122,5,Platinum
844.0,3,306,695046.0,1,1,1,111,3,Platinum
845.0,72,10,20740.0,3,4,4,344,11,Bronze
846.0,4,260,333016.0,1,1,1,111,3,Platinum
847.0,10,21,55550.0,1,3,3,133,7,Gold
848.0,237,63,29649.0,4,2,4,424,10,Silver
849.0,15,86,195048.0,2,2,2,222,6,Gold
850.0,17,60,141877.0,2,2,2,222,6,Gold
851.0,58,81,193474.0,3,2,2,322,7,Gold
852.0,204,16,33209.0,4,4,4,444,12,Bronze
853.0,51,111,238117.0,3,1,1,311,5,Platinum
854.0,234,11,25433.0,4,4,4,444,12,Bronze
855.0,10,10,22148.0,1,4,4,144,9,Silver
856.0,242,8,34390.0,4,4,4,444,12,Bronze
857.0,234,23,58653.0,4,3,3,433,10,Silver
858.0,12,69,142258.0,2,2,2,222,6,Gold
859.0,15,34,76621.0,2,3,3,233,8,Gold
860.0,12,421,1107743.0,2,1,1,211,4,Platinum
861.0,13,14,65704.0,2,4,3,243,9,Silver
862.0,16,86,168444.0,2,2,2,222,6,Gold
863.0,43,50,146716.0,3,2,2,322,7,Gold
864.0,278,6,67141.0,4,4,3,443,11,Bronze
865.0,48,18,39471.0,3,3,3,333,9,Silver
866.0,9,52,239729.0,1,2,1,121,4,Platinum
867.0,99,36,80087.0,4,3,3,433,10,Silver
868.0,17,20,41168.0,2,3,3,233,8,Gold
869.0,9,45,182258.0,1,2,2,122,5,Platinum
870.0,9,66,139902.0,1,2,2,122,5,Platinum
871.0,200,53,160578.0,4,2,2,422,8,Gold
872.0,22,18,42180.0,3,3,3,333,9,Silver
873.0,81,17,32445.0,4,4,4,444,12,Bronze
874.0,10,22,38053.0,1,3,4,134,8,Gold
875.0,10,222,473027.0,1,1,1,111,3,Platinum
876.0,171,29,61859.0,4,3,3,433,10,Silver
877.0,4,162,332019.0,1,1,1,111,3,Platinum
878.0,16,12,12483.0,2,4,4,244,10,Silver
879.0,38,43,151305.0,3,2,2,322,7,Gold
880.0,2,116,248699.0,1,1,1,111,3,Platinum
881.0,264,15,30664.0,4,4,4,444,12,Bronze
882.0,42,10,26526.0,3,4,4,344,11,Bronze
883.0,81,4,18004.0,4,4,4,444,12,Bronze
884.0,16,59,119435.0,2,2,2,222,6,Gold
885.0,23,44,193809.0,3,2,2,322,7,Gold
886.0,10,140,272229.0,1,1,1,111,3,Platinum
887.0,86,38,87576.0,4,3,2,432,9,Silver
888.0,52,9,12526.0,3,4,4,344,11,Bronze
889.0,14,87,362050.0,2,2,1,221,5,Platinum
890.0,2,426,146562.0,1,1,2,112,4,Platinum
891.0,31,5,14824.0,3,4,4,344,11,Bronze
892.0,9,176,469272.0,1,1,1,111,3,Platinum
893.0,45,27,84999.0,3,3,2,332,8,Gold
894.0,21,6,77516.0,3,4,3,343,10,Silver
895.0,9,224,316895.0,1,1,1,111,3,Platinum
896.0,81,15,34896.0,4,4,4,444,12,Bronze
897.0,207,22,56756.0,4,3,3,433,10,Silver
898.0,9,65,26852.0,1,2,4,124,7,Gold
899.0,14,75,36779.0,2,2,4,224,8,Gold
900.0,3,341,698224.0,1,1,1,111,3,Platinum
901.0,3,177,443912.0,1,1,1,111,3,Platinum
902.0,17,25,136670.0,2,3,2,232,7,Gold
903.0,18,38,74956.0,2,3,3,233,8,Gold
904.0,70,87,35986.0,3,2,4,324,9,Silver
905.0,20,98,80303.0,3,2,3,323,8,Gold
906.0,11,124,92920.0,2,1,2,212,5,Platinum
907.0,16,52,112297.0,2,2,2,222,6,Gold
908.0,293,4,9795.0,4,4,4,444,12,Bronze
909.0,10,121,422719.0,1,1,1,111,3,Platinum
910.0,81,136,557387.0,4,1,1,411,6,Gold
911.0,9,34,87105.0,1,3,2,132,6,Gold
912.0,6,175,80312.0,1,1,3,113,5,Platinum
913.0,8,33,20514.0,1,3,4,134,8,Gold
914.0,45,14,20097.0,3,4,4,344,11,Bronze
915.0,16,82,223467.0,2,2,1,221,5,Platinum
916.0,85,49,88330.0,4,2,2,422,8,Gold
917.0,355,82,154749.0,4,2,2,422,8,Gold
918.0,19,38,31788.0,2,3,4,234,9,Silver
919.0,50,174,113984.0,3,1,2,312,6,Gold
920.0,174,44,23149.0,4,2,4,424,10,Silver
921.0,20,84,44882.0,3,2,3,323,8,Gold
922.0,16,27,32256.0,2,3,4,234,9,Silver
923.0,10,341,301260.0,1,1,1,111,3,Platinum
924.0,206,33,166045.0,4,3,2,432,9,Silver
925.0,52,26,37730.0,3,3,4,334,10,Silver
926.0,25,46,100339.0,3,2,2,322,7,Gold
927.0,11,130,816798.0,2,1,1,211,4,Platinum
928.0,26,85,204024.0,3,2,2,322,7,Gold
929.0,20,23,55581.0,3,3,3,333,9,Silver
930.0,18,10,12830.0,2,4,4,244,10,Silver
931.0,13,53,118173.0,2,2,2,222,6,Gold
932.0,18,23,16303.0,2,3,4,234,9,Silver
933.0,9,10,78156.0,1,4,3,143,8,Gold
934.0,9,179,368244.0,1,1,1,111,3,Platinum
935.0,20,21,42546.0,3,3,3,333,9,Silver
936.0,20,89,287131.0,3,2,1,321,6,Gold
937.0,40,58,137007.0,3,2,2,322,7,Gold
938.0,15,16,28848.0,2,4,4,244,10,Silver
939.0,19,128,241480.0,2,1,1,211,4,Platinum
940.0,53,26,55811.0,3,3,3,333,9,Silver
941.0,6,165,89053.0,1,1,2,112,4,Platinum
942.0,50,41,20354.0,3,3,4,334,10,Silver
943.0,4,263,665586.0,1,1,1,111,3,Platinum
944.0,79,19,36152.0,4,3,4,434,11,Bronze
945.0,50,98,97120.0,3,2,2,322,7,Gold
946.0,10,23,54495.0,1,3,3,133,7,Gold
947.0,27,27,24371.0,3,3,4,334,10,Silver
948.0,16,43,39255.0,2,2,3,223,7,Gold
949.0,50,98,80295.0,3,2,3,323,8,Gold
950.0,14,227,136059.0,2,1,2,212,5,Platinum
951.0,11,76,157264.0,2,2,2,222,6,Gold
952.0,11,200,185175.0,2,1,2,212,5,Platinum
953.0,79,24,48896.0,4,3,3,433,10,Silver
954.0,50,44,69579.0,3,2,3,323,8,Gold
955.0,175,13,31318.0,4,4,4,444,12,Bronze
956.0,117,19,39003.0,4,3,3,433,10,Silver
957.0,9,85,82862.0,1,2,3,123,6,Gold
958.0,46,19,36916.0,3,3,4,334,10,Silver
959.0,60,94,226622.0,3,2,1,321,6,Gold
960.0,19,59,982153.0,2,2,1,221,5,Platinum
961.0,6,80,273371.0,1,2,1,121,4,Platinum
962.0,102,11,236710.0,4,4,1,441,9,Silver
963.0,16,147,259986.0,2,1,1,211,4,Platinum
964.0,9,188,196569.0,1,1,2,112,4,Platinum
965.0,10,59,133600.0,1,2,2,122,5,Platinum
966.0,9,64,124560.0,1,2,2,122,5,Platinum
967.0,14,100,101468.0,2,2,2,222,6,Gold
968.0,21,8,18081.0,3,4,4,344,11,Bronze
969.0,81,40,144944.0,4,3,2,432,9,Silver
970.0,15,66,44292.0,2,2,3,223,7,Gold
971.0,11,28,64182.0,2,3,3,233,8,Gold
972.0,20,148,359523.0,3,1,1,311,5,Platinum
973.0,121,5,35050.0,4,4,4,444,12,Bronze
974.0,40,80,216898.0,3,2,1,321,6,Gold
975.0,169,23,41181.0,4,3,3,433,10,Silver
976.0,10,98,221620.0,1,2,1,121,4,Platinum
977.0,131,6,10773.0,4,4,4,444,12,Bronze
978.0,51,63,137507.0,3,2,2,322,7,Gold
979.0,16,166,380221.0,2,1,1,211,4,Platinum
980.0,115,56,125963.0,4,2,2,422,8,Gold
981.0,19,49,64870.0,2,2,3,223,7,Gold
982.0,130,16,45773.0,4,4,3,443,11,Bronze
983.0,69,109,306612.0,3,1,1,311,5,Platinum
984.0,203,108,205115.0,4,1,2,412,7,Gold
985.0,15,58,113316.0,2,2,2,222,6,Gold
986.0,180,13,23450.0,4,4,4,444,12,Bronze
987.0,40,12,10361.0,3,4,4,344,11,Bronze
988.0,150,87,38604.0,4,2,3,423,9,Silver
989.0,3,500,813185.0,1,1,1,111,3,Platinum
990.0,51,9,32918.0,3,4,4,344,11,Bronze
991.0,81,25,49196.0,4,3,3,433,10,Silver
992.0,18,15,1114.0,2,4,4,244,10,Silver
993.0,9,65,46210.0,1,2,3,123,6,Gold
994.0,13,25,64644.0,2,3,3,233,8,Gold
995.0,152,16,68568.0,4,4,3,443,11,Bronze
996.0,2,209,395849.0,1,1,1,111,3,Platinum
997.0,10,57,102345.0,1,2,2,122,5,Platinum
998.0,14,3,6302.0,2,4,4,244,10,Silver
999.0,108,31,8611.0,4,3,4,434,11,Bronze
1000.0,4,37,263771.0,1,3,1,131,5,Platinum
1001.0,183,8,10575.0,4,4,4,444,12,Bronze
1002.0,10,6,111008.0,1,4,2,142,7,Gold
1003.0,10,9,19737.0,1,4,4,144,9,Silver
1004.0,25,53,207244.0,3,2,1,321,6,Gold
1005.0,327,4,-3470.0,4,4,4,444,12,Bronze
1006.0,5,569,9335851.0,1,1,1,111,3,Platinum
1007.0,9,90,329089.0,1,2,1,121,4,Platinum
1008.0,39,12,23415.0,3,4,4,344,11,Bronze
1009.0,13,14,32972.0,2,4,4,244,10,Silver
1010.0,11,195,341316.0,2,1,1,211,4,Platinum
1011.0,326,1,10050.0,4,4,4,444,12,Bronze
1012.0,7,135,300960.0,1,1,1,111,3,Platinum
1013.0,8,28,91646.0,1,3,2,132,6,Gold
1014.0,18,20,44267.0,2,3,3,233,8,Gold
1015.0,171,48,98208.0,4,2,2,422,8,Gold
1016.0,272,49,45451.0,4,2,3,423,9,Silver
1017.0,4,345,791808.0,1,1,1,111,3,Platinum
